,state,year,All Causes,Alzheimer's disease,CLRD,Cancer,Chronic liver disease and cirrhosis,Diabetes,Diseases of Heart,Essential hypertension and hypertensive renal disease,Homicide,Influenza and pneumonia,Kidney Disease,Parkinson's disease,Pneumonitis due to solids and liquids,Septicemia,Stroke,Suicide,Unintentional Injuries,All Causes_aadr,Alzheimer's disease_aadr,CLRD_aadr,Cancer_aadr,Chronic liver disease and cirrhosis_aadr,Diabetes_aadr,Diseases of Heart_aadr,Essential hypertension and hypertensive renal disease_aadr,Homicide_aadr,Influenza and pneumonia_aadr,Kidney Disease_aadr,Parkinson's disease_aadr,Pneumonitis due to solids and liquids_aadr,Septicemia_aadr,Stroke_aadr,Suicide_aadr,Unintentional Injuries_aadr,labor_force,labor_force_percent,employement,employement_percent,unemployement,unemployement_percent
557,Pennsylvania,2001,129729,2753,5845,29914,1134,3826,39438,844,671,2735,2838,1022,1259,2649,8619,1276,4552,878,17,38,204,8,25,261,5,5,17,18,6,8,17,56,10,34,6177826,64.9,5881537,61.8,296289,4.8
558,Pennsylvania,2002,130223,2823,6017,29849,1156,3708,38852,849,640,2957,2944,1031,1280,2566,8579,1341,4728,874,17,39,201,8,24,254,5,5,19,19,6,8,17,55,10,35,6213768,65.0,5869153,61.4,344614,5.5
559,Pennsylvania,2003,129769,2952,6046,29841,1169,3732,38075,953,676,3010,3013,1005,1272,2471,8261,1340,5014,860,18,39,199,8,24,246,6,5,19,19,6,8,16,52,10,37,6157693,64.1,5807071,60.4,350622,5.7
560,Pennsylvania,2004,127640,3277,5978,29424,1101,3579,36434,960,683,2938,3067,1019,1218,2491,7792,1410,5200,841,20,38,196,7,23,233,6,5,18,19,6,7,16,49,11,39,6211705,64.4,5878103,60.9,333602,5.4
561,Pennsylvania,2005,129532,3429,6149,29616,1058,3553,36207,1058,749,3068,3108,1065,1202,2548,7650,1430,5446,844,20,39,195,7,23,229,6,6,19,19,6,7,16,48,11,40,6256787,64.5,5944422,61.3,312364,5.0
562,Pennsylvania,2006,125539,3311,5621,29172,1057,3466,33744,971,769,2716,3084,1184,1129,2466,7151,1396,5299,808,19,35,190,7,22,210,6,6,16,19,7,6,15,44,10,39,6298176,64.5,6002036,61.4,296139,4.7
563,Pennsylvania,2007,125104,3505,6077,29014,1084,3442,32862,996,750,2555,2965,1162,1078,2479,7152,1441,5568,793,20,38,186,7,21,201,6,6,15,18,7,6,15,43,11,40,6347444,64.6,6058596,61.6,288848,4.6
564,Pennsylvania,2008,127462,3863,6767,28964,1113,3313,33308,1024,697,2705,3138,1204,1028,2438,6942,1539,5787,799,22,41,184,7,20,201,6,5,16,19,7,6,15,41,11,42,6440679,65.1,6095858,61.6,344820,5.4
565,Pennsylvania,2009,124780,3547,6432,28881,1163,3254,32297,1046,650,2601,3054,1132,997,2229,6842,1631,5477,775,20,39,182,7,20,193,6,5,15,18,6,5,13,40,12,39,6402933,64.4,5892382,59.3,510550,8.0
566,Pennsylvania,2010,124596,3591,6202,29055,1200,3242,31556,977,689,2324,2982,1184,966,2232,6701,1576,5751,765,20,37,181,7,19,187,5,5,13,17,7,5,13,39,11,41,6358834,63.3,5839354,58.1,519479,8.2
567,Pennsylvania,2011,128237,3496,6627,28895,1216,3462,31934,1150,681,2771,2873,1295,1087,2310,6825,1747,6216,776,19,39,177,7,21,185,6,5,15,16,7,6,13,39,13,44,6380658,63.0,5886082,58.2,494575,7.7
568,Pennsylvania,2012,126981,3505,6550,28909,1240,3735,30952,1046,698,2360,2736,1265,897,2067,6546,1647,6334,759,18,38,175,7,22,177,5,5,13,15,7,5,12,37,12,44,6449656,63.5,5955823,58.6,493833,7.7
569,Pennsylvania,2013,129123,3271,6716,28512,1265,3804,31629,1165,634,2884,2767,1298,1004,2234,6604,1788,6359,761,17,39,170,7,22,178,6,5,16,15,7,5,13,37,13,44,6421174,63.1,5964327,58.6,456846,7.1
570,Rhode Island,1999,9708,219,495,2463,119,236,3008,51,36,300,111,55,58,84,633,96,243,807,16,40,210,10,20,244,4,3,23,9,4,4,6,50,9,21,539990,67.0,517329,64.2,22661,4.2
571,Rhode Island,2000,10027,242,500,2433,128,292,3115,41,39,342,123,41,74,140,577,75,235,823,18,40,206,11,24,249,3,3,26,9,3,5,11,45,7,20,542661,66.8,520912,64.1,21748,4.0
572,Rhode Island,2001,10021,251,511,2398,96,265,3076,55,37,295,118,74,87,136,614,88,293,816,18,41,202,8,21,244,4,3,22,9,5,6,10,48,8,25,541656,66.1,517544,63.1,24111,4.4
573,Rhode Island,2002,10246,264,521,2404,128,263,3109,51,43,319,142,87,65,134,605,86,277,823,19,41,199,11,21,243,3,4,24,11,6,4,10,46,7,23,550394,66.5,522335,63.1,28059,5.1
574,Rhode Island,2003,10039,303,495,2328,94,252,3011,51,29,267,149,69,76,126,565,84,393,798,21,38,192,8,20,231,3,2,19,11,5,5,9,42,7,33,560630,67.2,529395,63.4,31235,5.6
575,Rhode Island,2004,9769,283,463,2418,129,280,2969,74,29,260,131,52,55,83,522,85,298,766,20,36,196,11,22,225,5,2,19,9,3,4,6,39,7,24,555609,66.4,526440,62.9,29168,5.2
576,Rhode Island,2005,10007,298,523,2292,107,282,3005,64,32,253,156,63,73,109,533,71,334,781,20,40,186,9,22,226,5,3,18,11,4,5,8,39,6,27,563341,67.3,534501,63.8,28840,5.1
577,Rhode Island,2006,9690,297,485,2250,106,206,2718,56,39,268,167,80,86,122,421,90,434,749,20,38,181,8,16,201,4,3,19,12,5,6,9,31,8,36,571604,68.2,541687,64.7,29917,5.2
578,Rhode Island,2007,9723,328,421,2213,119,248,2751,59,24,224,167,96,83,150,457,96,416,747,22,32,178,9,19,203,4,2,16,12,7,6,11,33,8,34,571058,68.2,541900,64.7,29157,5.1
579,Rhode Island,2008,9738,359,478,2227,113,195,2657,71,29,257,163,95,81,132,462,110,480,742,24,37,178,9,15,193,5,2,18,11,7,5,10,34,9,40,568367,67.8,525197,62.6,43170,7.6
580,Rhode Island,2009,9395,321,511,2220,109,213,2411,73,30,222,190,66,68,159,429,118,428,711,21,39,174,8,16,173,5,2,16,13,4,4,11,31,10,36,571261,67.9,506085,60.1,65176,11.4
581,Rhode Island,2010,9579,338,507,2266,123,211,2322,70,27,197,199,96,83,150,431,129,475,721,22,38,178,9,15,167,4,2,13,14,7,5,11,31,12,40,571356,67.8,504971,59.9,66384,11.6
582,Rhode Island,2011,9581,320,526,2170,142,180,2390,62,19,226,174,93,77,169,404,101,541,707,21,39,167,11,13,167,4,5,15,12,6,5,12,29,8,44,561981,66.6,500062,59.2,61919,11.0
583,Rhode Island,2012,9354,299,504,2148,139,198,2360,64,30,161,135,85,65,122,433,105,525,686,19,36,163,10,14,165,4,3,11,9,6,4,9,30,9,44,560313,66.1,502979,59.3,57334,10.2
584,Rhode Island,2013,9792,346,476,2326,124,258,2364,76,31,195,149,100,61,105,397,132,537,709,22,34,174,9,18,163,5,2,12,10,7,4,7,27,12,45,558853,65.7,505935,59.5,52917,9.5
585,South Carolina,1999,36053,690,1752,8089,415,1118,9981,387,313,883,434,175,249,467,2974,418,1901,973,20,46,211,10,29,273,10,7,25,11,4,7,12,83,10,49,1958586,65.5,1877426,62.8,81160,4.1
586,South Carolina,2000,36948,874,1730,8250,460,1206,9893,379,326,699,539,209,229,511,2956,443,1974,980,25,45,212,11,31,265,10,8,19,14,5,6,13,81,11,50,1965860,64.9,1892596,62.5,73264,3.7
587,South Carolina,2001,36612,881,1731,8272,461,1088,9471,338,350,754,632,215,317,543,2832,467,1960,949,24,44,208,11,27,248,8,8,20,16,5,8,14,76,11,49,1941372,63.4,1838978,60.0,102393,5.3
588,South Carolina,2002,37736,967,1889,8333,386,1112,9659,362,326,910,781,239,309,655,2822,440,1972,964,27,48,205,9,27,249,9,7,24,20,6,8,16,74,10,48,1954965,63.1,1829183,59.0,125781,6.4
589,South Carolina,2003,38112,1051,1913,8512,463,1161,9510,400,325,907,797,232,326,652,2748,476,1941,952,28,47,204,10,28,240,10,7,23,20,6,8,16,71,11,47,1999162,63.8,1855169,59.2,143992,7.2
590,South Carolina,2004,37276,1245,1792,8348,457,1165,9182,387,323,770,818,235,339,625,2643,482,2094,909,33,43,195,10,27,225,9,7,19,20,6,8,15,66,11,50,2043291,64.3,1891435,59.5,151856,7.4
591,South Carolina,2005,38707,1316,1977,8652,480,1187,9359,423,337,771,823,260,298,634,2458,510,2272,920,34,46,198,10,27,223,10,7,19,19,6,7,15,60,11,53,2070940,64.0,1919859,59.4,151080,7.3
592,South Carolina,2006,38761,1364,1935,8853,479,1136,9030,378,391,724,846,279,276,602,2291,524,2315,886,34,44,194,10,25,206,8,8,17,19,6,6,13,53,11,53,2148865,65.0,2000994,60.5,147870,6.9
593,South Carolina,2007,39439,1396,2036,8867,512,1231,8992,406,382,723,806,276,246,700,2466,530,2364,873,33,44,188,10,26,199,9,8,16,17,6,5,15,55,11,53,2155184,63.9,2024883,60.0,130300,6.1
594,South Carolina,2008,40289,1492,2266,9199,470,1133,8996,446,354,727,945,292,251,666,2394,565,2285,867,34,48,189,9,23,193,9,7,16,20,6,5,14,52,12,50,2160367,62.8,2002366,58.2,158001,7.3
595,South Carolina,2009,40449,1478,2317,9123,527,1128,9068,418,347,759,893,277,246,654,2400,619,2229,846,33,48,182,10,23,189,8,7,16,18,6,5,13,51,13,47,2167345,62.1,1920213,55.0,247131,11.4
596,South Carolina,2010,41614,1570,2264,9356,571,1128,9295,417,322,747,963,381,247,714,2293,637,2274,854,34,46,183,10,22,189,8,7,15,19,8,5,14,47,13,48,2173901,61.0,1928271,54.1,245629,11.3
597,South Carolina,2011,42072,1560,2402,9543,580,1090,9295,404,355,768,802,317,280,781,2287,658,2285,839,33,47,181,10,20,184,8,7,15,16,6,5,15,46,13,48,2185411,60.5,1957392,54.2,228018,10.4
598,South Carolina,2012,43198,1634,2467,9728,573,1197,9364,408,373,726,860,349,259,753,2349,673,2336,835,33,46,178,10,22,180,7,8,14,16,7,5,14,45,13,48,2190562,59.9,1993104,54.5,197457,9.0
599,South Carolina,2013,44582,1623,2756,9745,681,1240,9648,422,318,747,869,391,295,731,2508,696,2287,837,32,50,173,12,22,180,7,6,14,16,7,5,13,47,13,46,2198241,59.4,2035002,54.9,163239,7.4
600,South Dakota,1999,6953,155,335,1632,82,196,2024,28,23,264,97,41,29,63,547,103,351,808,16,38,197,11,23,228,3,3,28,10,4,3,7,60,13,44,403471,72.5,392514,70.5,10957,2.7
601,South Dakota,2000,7021,179,383,1597,82,180,2105,34,14,212,130,54,47,52,560,95,321,805,18,43,190,10,20,234,3,8,22,14,5,4,6,61,12,41,408507,72.8,398148,70.9,10358,2.5
602,South Dakota,2001,6923,156,362,1590,77,212,1985,41,18,188,103,55,29,70,490,105,382,790,15,41,188,10,24,219,4,8,19,11,5,3,7,52,13,47,413392,73.0,400974,70.8,12418,3.0
603,South Dakota,2002,6898,167,383,1562,75,195,1937,26,22,240,128,58,42,69,518,94,348,778,16,43,183,9,22,212,2,3,25,13,6,4,7,54,12,43,416897,73.0,403418,70.6,13479,3.2
604,South Dakota,2003,7132,174,379,1636,80,203,1943,41,16,227,124,56,44,71,476,102,406,796,17,42,190,10,23,210,4,7,23,13,6,4,7,50,13,50,421433,73.1,406827,70.6,14605,3.5
605,South Dakota,2004,6833,243,391,1555,95,229,1783,58,24,179,92,64,49,42,469,112,416,752,23,42,177,11,25,189,5,3,18,9,6,5,4,48,14,50,425938,73.1,410600,70.4,15338,3.6
606,South Dakota,2005,7086,290,440,1612,83,241,1776,83,22,241,55,59,39,51,511,121,402,770,28,48,182,10,26,186,8,2,24,5,6,3,5,52,15,48,429250,72.8,414036,70.2,15214,3.6
607,South Dakota,2006,7084,329,376,1570,82,262,1757,81,21,173,62,74,44,66,442,125,452,752,31,40,173,10,27,180,7,2,16,6,7,4,7,44,16,53,432784,72.5,419768,70.3,13015,3.0
608,South Dakota,2007,6826,346,457,1612,95,247,1633,69,15,189,77,61,52,60,410,102,366,712,32,47,174,11,26,164,6,8,18,7,6,5,6,40,12,42,436374,72.2,424004,70.1,12369,2.8
609,South Dakota,2008,7083,402,491,1570,101,216,1681,68,20,177,89,69,52,52,396,124,381,731,37,50,168,11,22,167,6,2,16,9,6,5,5,39,15,43,439212,71.8,425595,69.6,13617,3.1
610,South Dakota,2009,6923,403,440,1503,78,202,1778,54,31,134,102,64,53,64,418,129,349,706,36,44,158,8,21,173,5,3,12,10,6,5,6,40,16,40,441458,71.5,421257,68.2,20200,4.6
611,South Dakota,2010,7100,398,451,1655,85,240,1616,96,17,169,74,86,40,70,416,140,393,715,35,46,171,10,24,155,9,7,15,7,8,3,7,39,17,44,443634,71.6,421839,68.1,21795,4.9
612,South Dakota,2011,7314,424,486,1665,102,263,1625,96,25,178,49,72,58,71,444,128,411,720,36,47,169,11,26,154,8,3,16,4,6,5,7,42,15,45,445800,71.5,425327,68.2,20472,4.6
613,South Dakota,2012,7333,460,481,1630,114,218,1668,78,20,185,58,51,58,66,408,141,426,712,39,45,163,13,21,155,6,2,16,5,4,5,6,37,16,47,447123,70.8,428999,67.9,18123,4.1
614,South Dakota,2013,7099,418,416,1577,122,237,1630,74,20,184,64,77,49,75,418,147,425,679,34,39,154,13,22,150,6,2,16,5,7,4,7,37,18,46,447595,70.1,431002,67.5,16593,3.7
615,Tennessee,1999,53765,944,2748,11943,549,1436,16280,346,423,1588,675,218,448,557,4103,726,2677,980,17,49,213,9,26,299,6,7,29,12,4,8,10,76,12,47,2844169,65.9,2731484,63.3,112684,4.0
616,Tennessee,2000,55246,1024,2887,12339,595,1591,16174,393,471,1672,565,280,398,507,4266,730,2743,996,19,52,218,10,28,293,7,8,30,10,5,7,9,78,12,48,2849349,65.4,2738997,62.8,110351,3.9
617,Tennessee,2001,55151,1148,2941,12229,613,1746,15688,539,454,1617,624,287,431,495,4037,711,2709,979,21,52,213,10,30,280,9,7,29,11,5,7,8,73,12,47,2857507,64.9,2728343,62.0,129164,4.5
618,Tennessee,2002,56606,1299,3011,12518,611,1749,16226,530,467,1710,586,302,485,605,3980,778,2744,995,23,52,214,10,30,287,9,8,30,10,5,8,10,71,13,47,2898823,65.2,2750374,61.9,148448,5.1
619,Tennessee,2003,57313,1466,3067,12613,703,1855,15919,573,438,1814,677,321,474,625,3883,762,3004,994,26,52,212,11,31,277,10,7,32,11,5,8,10,69,12,51,2904920,64.7,2744932,61.1,159988,5.5
620,Tennessee,2004,55829,1615,2987,12586,637,1882,15038,545,417,1571,680,313,465,538,3680,792,3156,952,29,50,208,10,31,258,9,7,27,11,5,8,9,64,13,53,2895816,63.8,2740891,60.4,154925,5.4
621,Tennessee,2005,57260,2033,3185,12995,631,1844,14946,589,495,1588,719,384,460,647,3659,856,3147,956,36,52,210,9,30,251,10,8,27,11,6,7,10,62,14,52,2899068,62.9,2739023,59.4,160044,5.5
622,Tennessee,2006,56838,2115,2980,13051,636,1715,14642,544,486,1535,768,383,453,624,3407,874,3307,921,36,48,204,9,27,237,9,7,25,12,6,7,10,56,14,54,3014541,64.2,2855331,60.9,159210,5.3
623,Tennessee,2007,57087,2276,3167,13161,629,1700,14280,528,475,1438,831,387,534,698,3450,844,3257,905,38,50,201,9,26,227,8,7,23,13,6,8,10,55,13,52,3043346,63.9,2902259,61.0,141086,4.6
624,Tennessee,2008,58820,2423,3545,13162,665,1733,14661,555,479,1424,908,395,493,782,3356,973,3250,913,39,54,197,9,26,228,8,7,22,14,6,7,12,53,15,51,3061114,63.5,2861323,59.3,199791,6.5
625,Tennessee,2009,58288,2203,3503,13482,702,1759,14257,551,496,1390,949,378,465,681,3156,947,3231,885,35,52,197,9,26,216,8,7,21,14,6,7,10,48,14,50,3033548,62.3,2726455,56.0,307092,10.1
626,Tennessee,2010,59578,2440,3551,13593,735,1687,14582,594,410,1352,983,435,540,704,3205,943,3539,890,38,52,195,10,24,217,9,6,20,14,6,8,10,48,14,54,3093425,62.8,2789762,56.6,303663,9.8
627,Tennessee,2011,60541,2589,3658,13562,775,1748,14235,611,444,1480,810,500,520,698,3218,955,3485,879,39,52,189,10,24,205,8,7,21,11,7,7,10,47,14,53,3116957,62.7,2832976,57.0,283980,9.1
628,Tennessee,2012,61956,2434,3695,13765,813,1852,14454,672,471,1435,933,494,542,722,3120,978,3513,880,36,51,187,10,25,203,9,7,20,13,7,7,10,44,14,53,3096360,61.7,2849574,56.8,246786,8.0
629,Tennessee,2013,63406,2536,3904,13953,867,1827,14803,688,405,1564,1068,482,555,841,3157,1030,3540,881,36,53,185,11,24,204,9,6,22,14,6,7,11,44,15,52,3079368,60.8,2841454,56.1,237913,7.7
630,Texas,1999,146858,2833,7518,32755,2104,4931,43418,1037,1319,3534,1669,879,984,1918,10414,2005,7227,886,18,46,196,11,29,270,6,6,22,10,5,6,11,65,10,37,10268397,68.8,9784383,65.6,484014,4.7
631,Texas,2000,149939,3184,7286,33300,2092,5196,43020,1158,1317,3706,1870,1013,1127,1950,10684,2053,7407,891,20,44,196,11,31,263,7,6,23,11,6,7,11,66,10,37,10388753,68.4,9932977,65.3,455776,4.4
632,Texas,2001,152779,3439,7739,33488,2213,5456,43199,1173,1415,3608,2269,1014,1031,2003,10612,2225,7920,888,21,46,192,11,31,259,7,6,22,13,6,6,11,64,10,39,10536998,68.0,10013468,64.6,523529,5.0
633,Texas,2002,155524,3793,7720,34164,2284,5654,43452,1255,1421,3673,2166,1020,987,2286,10548,2311,8232,888,23,45,192,11,32,256,7,6,22,12,6,6,13,63,11,40,10743346,68.1,10061499,63.8,681846,6.4
634,Texas,2003,154870,4015,7567,33867,2309,5668,41779,1324,1525,3613,2678,1111,997,2259,10303,2363,8425,865,24,43,186,11,31,241,7,6,21,15,6,5,12,60,11,40,10909402,68.0,10175185,63.4,734217,6.7
635,Texas,2004,152870,4336,7402,33937,2281,5435,40196,1361,1416,3209,2561,1113,1029,2424,9853,2300,8323,835,26,41,182,11,29,226,7,6,18,14,6,6,13,56,10,39,10995044,67.4,10334618,63.3,660426,6.0
636,Texas,2005,156457,4629,7988,34291,2459,5605,40152,1529,1501,3654,2729,1208,1099,2542,9366,2418,8598,832,27,44,178,11,29,220,8,6,20,14,7,6,13,52,10,40,11172303,67.2,10562009,63.5,610294,5.5
637,Texas,2006,157150,4887,7639,34939,2385,5201,38782,1427,1467,3342,2995,1246,1197,2672,9366,2347,9140,807,27,40,176,11,26,205,7,6,18,15,7,6,13,50,10,41,11335464,66.7,10768741,63.3,566723,5.0
638,Texas,2007,160548,4814,8107,35074,2535,5109,38912,1515,1495,3230,3291,1293,1123,2857,9796,2433,9392,803,26,42,171,11,25,200,7,6,17,16,7,6,14,51,10,42,11441626,65.8,10942617,62.9,499009,4.4
639,Texas,2008,164914,5280,8874,35713,2646,5155,38384,1589,1487,3554,3536,1272,1149,2968,9629,2552,9189,803,28,45,169,11,24,191,8,6,18,17,6,5,14,49,10,40,11678849,65.8,11108770,62.6,570078,4.9
640,Texas,2009,163249,5064,8649,35591,2720,4873,38077,1607,1502,3387,3694,1319,1171,3106,9137,2809,9349,772,26,42,164,11,22,184,7,6,16,17,6,5,14,45,11,40,11948190,66.0,11047774,61.1,900416,7.5
641,Texas,2010,166527,5209,8921,36717,2873,4744,38253,1722,1363,3022,3878,1492,1287,3172,9180,2891,9212,772,26,43,165,11,21,181,8,5,14,18,7,6,14,44,11,39,12258425,66.0,11255545,60.6,1002879,8.2
642,Texas,2011,168640,5415,9097,37351,3089,5091,38094,1531,1266,3055,3397,1496,1247,3432,9065,2896,9410,751,26,42,162,12,22,172,7,4,14,15,7,5,15,41,11,38,12500076,65.9,11498484,60.6,1001592,8.0
643,Texas,2012,174187,5175,9524,38142,3300,5136,39061,1725,1324,2974,3525,1587,1234,3617,9305,3037,9313,753,24,42,160,12,21,171,7,5,13,15,7,5,15,41,11,37,12641404,65.4,11795768,61.0,845635,6.7
644,Texas,2013,179183,5293,9800,38412,3412,5273,40203,1961,1354,3339,3722,1710,1274,3892,9283,3059,9395,751,24,42,156,12,21,170,8,5,14,15,7,5,16,40,11,36,12833157,65.2,12025234,61.1,807923,6.3
645,Utah,1999,12058,245,559,2393,138,472,2786,65,51,391,135,109,84,117,869,282,650,781,17,37,155,8,31,190,4,2,27,9,7,5,7,60,14,33,1124002,72.3,1084629,69.8,39373,3.5
646,Utah,2000,12364,342,524,2359,126,530,2909,94,52,388,170,132,79,91,975,298,665,788,23,34,151,7,34,193,6,2,26,11,8,5,5,66,14,34,1142960,72.2,1104800,69.8,38160,3.3
647,Utah,2001,12662,314,525,2313,138,509,2896,80,77,411,178,134,92,112,870,321,643,785,21,33,144,8,32,187,5,3,27,11,8,6,7,57,15,32,1162638,71.8,1111833,68.6,50805,4.4
648,Utah,2002,13116,303,603,2376,133,514,2977,102,54,424,184,144,88,109,903,340,714,794,19,38,144,7,31,188,6,2,27,11,9,5,6,58,16,35,1179541,71.2,1112766,67.2,66774,5.7
649,Utah,2003,13412,332,569,2444,121,520,3018,93,58,453,207,186,89,120,876,336,702,793,21,35,144,6,31,187,5,2,28,12,11,5,7,55,15,34,1197185,70.9,1130607,66.9,66578,5.6
650,Utah,2004,13331,376,595,2445,117,485,2942,86,45,384,235,162,78,112,790,377,697,768,23,35,141,6,28,178,5,1,23,14,10,4,6,48,17,33,1231551,71.1,1169920,67.6,61631,5.0
651,Utah,2005,13432,368,592,2520,127,541,2872,100,63,333,177,199,80,87,794,348,743,749,22,34,140,6,30,167,5,2,19,10,12,4,4,46,15,34,1280607,72.0,1228819,69.1,51788,4.0
652,Utah,2006,13764,390,591,2615,134,496,2932,112,52,343,210,168,94,108,674,362,715,733,22,32,139,6,26,163,6,2,19,11,9,5,5,38,16,31,1333170,72.6,1295189,70.6,37981,2.9
653,Utah,2007,14143,393,617,2572,142,548,2980,138,68,313,220,158,90,113,755,378,811,729,22,33,133,6,28,160,7,2,17,11,8,4,5,41,15,35,1377773,72.9,1342459,71.1,35313,2.6
654,Utah,2008,14040,409,638,2492,127,468,2844,108,46,343,212,178,88,132,748,390,881,703,22,33,125,6,23,148,5,1,17,11,9,4,6,39,15,37,1385465,71.6,1339172,69.2,46293,3.3
655,Utah,2009,14138,371,581,2555,152,463,2813,106,51,332,212,175,104,117,738,449,899,686,19,29,124,7,22,142,5,1,16,10,9,5,5,37,17,38,1374324,69.7,1274620,64.6,99703,7.3
656,Utah,2010,14776,375,671,2810,167,471,2889,125,52,348,263,170,115,139,739,473,970,703,19,33,133,7,22,143,6,1,17,13,8,5,6,37,18,40,1350136,68.5,1242989,63.1,107147,7.9
657,Utah,2011,15266,402,647,2746,174,561,3036,118,57,358,228,194,108,151,782,502,1058,699,20,30,125,7,25,144,5,2,17,10,9,5,7,37,19,42,1341435,67.4,1246716,62.6,94719,7.1
658,Utah,2012,15676,411,663,2876,206,541,3091,137,46,337,270,194,124,153,809,550,1097,700,19,30,128,8,24,142,6,1,15,12,9,5,6,37,21,44,1348660,66.6,1284264,63.4,64395,4.8
659,Utah,2013,16366,412,718,2971,193,578,3323,138,53,413,312,188,146,158,836,579,1103,710,19,31,127,7,25,148,6,1,18,14,8,6,6,38,21,43,1386251,67.2,1327893,64.4,58358,4.2
660,Vermont,1999,4993,127,300,1255,52,179,1342,32,17,134,56,51,28,45,344,63,209,812,20,49,203,8,29,217,5,2,21,9,8,4,7,55,10,34,337475,72.0,327131,69.8,10344,3.1
661,Vermont,2000,5127,134,312,1240,41,163,1438,42,11,119,62,34,35,35,343,77,234,821,21,50,198,6,26,229,6,2,18,10,5,5,5,54,12,38,334120,70.5,324706,68.5,9414,2.8
662,Vermont,2001,5201,149,305,1249,37,155,1429,32,14,133,86,64,37,49,323,72,230,819,23,48,196,5,24,224,5,3,20,13,10,5,7,50,11,36,338085,70.6,326956,68.3,11128,3.3
663,Vermont,2002,5075,163,276,1224,66,174,1370,37,12,111,53,36,34,47,335,92,240,786,25,43,188,9,26,211,5,2,17,8,5,5,7,51,14,37,343303,71.0,330113,68.3,13189,3.8
664,Vermont,2003,5120,171,301,1210,58,183,1349,28,12,116,53,51,23,36,306,83,235,779,25,46,183,8,27,204,4,2,17,8,7,3,5,46,13,36,346329,71.0,331180,67.9,15149,4.4
665,Vermont,2004,4995,173,296,1212,47,150,1289,35,10,86,57,53,31,31,302,93,253,749,25,44,179,6,22,192,5,1,12,8,8,4,4,44,14,39,347298,70.6,334518,68.0,12780,3.7
666,Vermont,2005,5066,184,381,1202,48,173,1234,44,12,97,52,57,38,27,260,78,272,751,27,57,175,6,25,180,6,2,14,7,8,5,4,38,12,42,349540,70.6,337432,68.1,12107,3.4
667,Vermont,2006,5048,186,320,1214,55,175,1244,31,13,77,52,51,37,24,264,81,301,728,26,46,172,7,24,177,4,2,10,7,7,5,3,38,12,45,355335,71.2,342141,68.5,13194,3.7
668,Vermont,2007,5179,205,316,1346,54,170,1166,40,13,70,54,55,32,30,269,89,303,733,28,45,188,7,24,162,5,2,9,7,7,4,4,37,13,44,353341,70.4,339446,67.6,13894,3.9
669,Vermont,2008,5211,218,341,1279,46,151,1216,44,17,74,39,53,30,22,281,94,306,722,29,47,176,6,21,166,6,1,10,5,7,4,2,38,14,44,353989,70.1,337873,67.0,16116,4.6
670,Vermont,2009,5034,190,364,1254,60,143,1171,41,12,52,49,65,17,32,221,87,308,683,25,49,169,7,19,156,5,1,6,6,8,5,4,29,12,43,359348,70.9,337126,66.5,22221,6.2
671,Vermont,2010,5380,238,335,1392,55,151,1172,49,12,60,50,70,23,28,265,106,298,718,30,45,183,7,20,153,6,1,7,6,9,3,3,35,15,42,359711,70.8,336989,66.4,22721,6.3
672,Vermont,2011,5433,257,349,1347,74,168,1187,42,12,68,43,57,27,29,227,120,301,711,32,45,175,9,21,151,5,2,8,5,7,3,4,29,17,42,357624,70.1,337724,66.2,19900,5.6
673,Vermont,2012,5491,284,364,1325,44,168,1206,52,12,81,21,51,34,31,281,87,333,700,35,46,165,5,21,150,6,1,9,2,6,4,4,35,13,47,353974,69.2,336951,65.9,17022,4.8
674,Vermont,2013,5639,269,353,1318,75,139,1220,69,10,77,30,73,36,47,260,112,352,710,32,44,163,9,17,149,8,1,9,3,9,4,5,31,16,49,350255,68.3,334797,65.3,15458,4.4
675,Virginia,1999,55320,917,2699,13365,525,1486,15329,403,419,1594,1035,347,489,1092,4110,791,2214,889,15,43,209,7,23,250,6,5,27,16,5,8,17,68,11,33,3555885,67.9,3459886,66.0,95998,2.7
676,Virginia,2000,56282,1094,2820,13528,571,1564,15264,416,435,1510,1118,359,469,1098,4104,768,2396,890,18,45,208,8,24,245,6,6,25,17,5,7,17,67,10,35,3607018,68.0,3524847,66.4,82171,2.3
677,Virginia,2001,56280,1184,2744,13345,531,1613,14913,399,509,1481,1128,373,590,1098,4129,797,2432,869,19,43,200,7,24,234,6,6,24,17,6,9,17,66,10,35,3680397,68.4,3559213,66.2,121183,3.3
678,Virginia,2002,57196,1368,2752,13602,598,1558,14952,479,397,1480,1236,371,589,1156,3960,799,2479,865,22,42,199,8,23,229,7,5,23,19,5,9,17,62,10,35,3740188,68.6,3576871,65.6,163316,4.4
679,Virginia,2003,58282,1466,2983,13781,606,1587,14756,488,462,1559,1244,408,547,1273,3938,808,2644,863,23,45,198,8,23,222,7,6,24,18,6,8,19,60,10,37,3771767,68.4,3608559,65.4,163207,4.3
680,Virginia,2004,56550,1480,2730,13385,545,1602,14284,505,407,1449,1249,441,532,1195,3788,828,2630,820,23,40,188,7,22,210,7,5,22,18,6,8,17,56,10,36,3813625,67.9,3657879,65.1,155746,4.1
681,Virginia,2005,57855,1550,2897,13877,570,1642,14192,549,490,1464,1277,416,590,1201,3675,866,2638,817,23,41,190,7,22,202,7,6,21,18,6,8,17,53,11,35,3906976,68.5,3757062,65.8,149913,3.8
